count;word;hiragana;meaning;jlpt level
554;傾ける;かたむける;to incline, to list, to bend, to lean, to tip, to tilt, to slant, to concentrate on, to ruin (a country), to;1
555;固める;かためる;to harden, to freeze, to fortify;1
556;偏る;かたよる;to be one-sided, to incline, to be partial, to be prejudiced, to lean, to be biased;1
557;傍ら;かたわら;beside(s), while, nearby;1
558;課題;かだい;subject, theme, task;1
559;花壇;かだん;flower bed;1
560;家畜;かちく;domestic animals, livestock, cattle;1
561;画期;かっき;epoch-making;1
562;活発;かっぱつ;vigor, active;1
563;且つ;かつ;yet, and;1
564;割;かつ;divide, cut, halve, separate, split, rip, break, crack, smash, dilute;1
565;嘗て;かつて;once, ever;1
566;日付;かづけ;date, dating;1
567;門;かど;gate;1
568;叶う;かなう;to come true (wish);1
569;叶える;かなえる;to grant (request  wish);1
570;金槌;かなづち;1.  (iron) hammer,  2.  punishment;1
571;鉄棒;かなぼう;iron rod, crowbar, horizontal bar (gymnastics);1
572;可成;かなり;considerably, fairly, quite;1
573;加入;かにゅう;becoming a member, joining, entry, admission, subscription, affiliation, adherence, signing;1
574;金庫;かねぐら;safe, vault, treasury, provider of funds;1
575;予言;かねごと;prediction, promise, prognostication;1
576;兼ねて;かねて;simultaneously;1
577;下番;かばん;going off duty;1
578;下品;かひん;inferior article;1
579;華美;かび;pomp, splendor, gaudiness;1
580;花粉;かふん;pollen;1
581;株式;かぶしき;stock (company);1
582;気触れる;かぶれる;to react to, to be influenced by, to go overboard for;1
583;貨幣;かへい;money, currency, coinage;1
584;構え;かまえ;posture, pose, style;1
585;構える;かまえる;to set up;1
586;加味;かみ;seasoning, flavoring;1
587;噛み切る;かみきる;to bite off, to gnaw through;1
588;過密;かみつ;crowded;1
589;瓶;かめ;earthenware pot;1
590;かも知れない;かもしれない;may, might, perhaps, may be, possibly;1
591;粥;かゆ;(rice) gruel;1
592;痒い;かゆい;itchy, itching;1
593;揶揄う;からかう;to ridicule, to tease, to banter with, to make fun of;1
594;身体;からだ;the body;1
595;体付き;からだつき;body build, figure;1
596;絡む;からむ;to entangle, to entwine;1
597;借り;かり;borrowing, debt, loan;1
598;下吏;かり;lower official;1
599;加留多;かるた;(pt:) (n) playing cards (pt: carta);1
600;涸れる;かれる;to dry up, to run out;1
601;過労;かろう;overwork, strain;1
602;辛うじて;かろうじて;barely, narrowly, just manage to do st;1
603;側;かわ;side, row, surroundings, part, (watch) case;1
604;可愛い;かわいい;pretty, cute, lovely, charming, dear, darling, pet;1
605;可愛がる;かわいがる;to love, to be affectionate;1
606;可哀想;かわいそう;poor, pitiable, pathetic;1
607;可愛らしい;かわいらしい;lovely, sweet;1
608;交わす;かわす;to exchange (messages), to dodge, to parry, to avoid, to turn aside;1
609;代わる;かわる;to take the place of, to relieve, to be substituted for, to be exchanged, to change places with, to take;1
610;代わる代わる;かわるがわる;alternately;1
611;乾;かん;heaven, emperor;1
612;管;かん;pipe, tube;1
613;幹;かん;(tree) trunk;1
614;冠;かん;crown, diadem, first, best, peerless, cap, naming, designating, initiating on coming of age, top character ra;1
615;観;かん;look, appearance, spectacle;1
616;館;かん;house, hall, building, hotel, inn, guesthouse;1
617;簡易;かんい;simplicity, easiness, quasi-;1
618;感慨;かんがい;strong feelings, deep emotion;1
619;寒気;かんき;cold, frost, chill;1
620;簡潔;かんけつ;brevity, conciseness, simplicity;1
621;還元;かんげん;resolution, reduction, return to origins;1
622;刊行;かんこう;publication, issue;1
623;慣行;かんこう;customary practice, habit, traditional event;1
624;勧告;かんこく;advice, counsel, remonstrance, recommendation;1
625;看護;かんご;nursing, (army) nurse;1
626;漢語;かんご;Chinese word, Sino-Japanese word;1
627;換算;かんさん;conversion, change, exchange;1
628;監視;かんし;observation, guarding, inspection, surveillance;1
629;慣習;かんしゅう;usual (historical) custom;1
630;観衆;かんしゅう;spectators, onlookers, members of the audience;1
631;干渉;かんしょう;interference, intervention;1
632;感触;かんしょく;sense of touch, feeling, sensation;1
633;肝心;かんじん;essential, fundamental, crucial, vital, main;1
634;歓声;かんせい;cheer, shout of joy;1
635;感染;かんせん;infection, contagion;1
636;幹線;かんせん;main line, trunk line;1
637;関税;かんぜい;customs, duty, tariff;1
638;簡素;かんそ;simplicity, plain;1
639;観点;かんてん;point of view;1
640;感度;かんど;sensitivity, severity (quake);1
641;幹部;かんぶ;management, (executive) staff, leaders;1
642;勘弁;かんべん;pardon, forgiveness, forbearance;1
643;完璧;かんぺき;perfection, completeness, flawless;1
644;感無量;かんむりょう;deep feeling, inexpressible feeling, filled with emotion;1
645;勧誘;かんゆう;invitation, solicitation, canvassing, inducement, persuasion, encouragement;1
646;関与;かんよ;participation, taking part in, participating in, being concerned in;1
647;慣用;かんよう;common, customary;1
648;寛容;かんよう;forbearance, tolerance, generosity;1
649;観覧;かんらん;viewing;1
650;官僚;かんりょう;bureaucrat, bureaucracy;1
651;慣例;かんれい;custom, precedent, of convention;1
652;還暦;かんれき;60th birthday;1
653;貫禄;かんろく;presence, dignity;1
654;緩和;かんわ;relief, mitigation;1
655;蓋;がい;cover, lid, cap;1
656;街;がい;~street, ~quarters;1
657;外貨;がいか;imported goods, foreign money;1
658;外観;がいかん;appearance, exterior, facade;1
659;外相;がいしょう;Foreign Minister;1
660;害する;がいする;to injure, to damage, to harm, to kill, to hinder;1
661;概説;がいせつ;general statement, outline;1
662;該当;がいとう;corresponding, answering to, coming under;1
663;街頭;がいとう;in the street;1
664;概念;がいねん;general idea, concept, notion;1
665;外来;がいらい;imported, outpatient clinic;1
666;概略;がいりゃく;outline, summary, gist, in brief;1
667;学芸;がくげい;arts and sciences, liberal arts;1
668;学士;がくし;university graduate;1
669;学説;がくせつ;theory;1
670;楽譜;がくふ;score (music);1
671;学歴;がくれき;academic background;1
672;崖;がけ;cliff;1
673;雅致;がち;artistry, good taste, elegance, grace;1
674;none;がっくり;heartbroken;1
675;合唱;がっしょう;chorus, singing in a chorus;1
676;none;がっしり;firmly, solidly, tough;1
677;合致;がっち;agreement, concurrence, conforming to;1
678;none;がっちり;solidly built, tightly, shrewd, calculating;1
679;月日;がっぴ;(the) date;1
680;合併;がっぺい;combination, union, amalgamation, consolidation, merger, coalition, fusion, annexation, affiliation, incorpor;1
681;none;がる;feel;1
682;側;がわ;side, row, surroundings, part, (watch) case;1
683;癌;がん;cancer;1
684;眼科;がんか;ophthalmology;1
685;眼球;がんきゅう;eyeball;1
686;眼鏡;がんきょう;spectacles, glasses;1
687;頑固;がんこ;stubbornness, obstinacy;1
688;願書;がんしょ;written application or petition;1
689;頑丈;がんじょう;solid, firm, stout, burly, strong, sturdy;1
690;岩石;がんせき;rock;1
691;元年;がんねん;first year (of a specific reign);1
692;贋物;がんぶつ;imitation, counterfeit, forgery, sham;1
693;元来;がんらい;originally, primarily, essentially, logically, naturally;1
694;生;き;pure, undiluted, raw, crude;1
695;期;き;period, time;1
696;企画;きかく;planning, project;1
697;規格;きかく;standard, norm;1
698;着飾る;きかざる;to dress up;1
699;器官;きかん;organ (of body), instrument;1
700;季刊;きかん;quarterly (e.g. magazine);1
701;危害;きがい;injury, harm, danger;1
702;気兼ね;きがね;hesitance, diffidence, feeling constraint, fear of troubling someone, having scruples about doing someth;1
703;気軽;きがる;cheerful, buoyant, lighthearted;1
704;危機;きき;crisis;1
705;聞き取り;ききとり;listening comprehension;1
706;効き目;ききめ;effect, virtue, efficacy, impression;1
707;帰京;ききょう;returning to Tokyo;1
708;基金;ききん;fund, foundation;1
709;棄権;きけん;abstain from voting, renunciation of a right;1
710;喜劇;きげき;comedy, funny show;1
711;起源;きげん;origin, beginning, rise;1
712;機構;きこう;mechanism, organization;1
713;既婚;きこん;marriage, married;1
714;記載;きさい;mention, entry;1
715;気障;きざ;affectation, conceit, snobbery;1
716;兆し;きざし;signs, omen, symptoms;1
717;兆;きざし;signs, omen, symptoms;1
718;軋む;きしむ;to jar, to creak, to grate;1
719;気象;きしょう;weather, climate;1
720;期日;きじつ;fixed date, settlement date;1
721;記述;きじゅつ;describing, descriptor;1
722;奇数;きすう;odd number;1
723;築く;きずく;to build, to pile up, to amass;1
724;傷付く;きずつく;to be hurt, to be wounded, to get injured;1
725;規制;きせい;regulation;1
726;汽船;きせん;steamship;1
727;寄贈;きそう;donation, presentation;1
728;貴族;きぞく;noble, aristocrat;1
729;鍛える;きたえる;to forge, to drill, to temper, to train, to discipline;1
730;来る;きたる;to come, to arrive, to be due to, to be next, to be forthcoming;1
731;気立て;きだて;disposition, nature;1
732;none;きちっと;exactly, perfectly;1
733;几帳面;きちょうめん;methodical, punctual, steady;1
734;切っ掛け;きっかけ;chance, start, cue, excuse, motive, impetus, occasion;1
735;none;きっかり;exactly, precisely;1
736;喫茶;きっさ;tea drinking, tea house;1
737;none;きっちり;precisely, tightly;1
738;屹度;きっと;1.  (uk) surely, undoubtedly, certainly, without fail,  2.  sternly, severely;1
739;none;きっぱり;clearly, plainly, distinctly;1
740;規定;きてい;regulation, provisions;1
741;起点;きてん;starting point;1
742;軌道;きどう;orbit, railroad track;1
743;甲;きのえ;1st in rank, first sign of the Chinese calendar, shell, instep, grade A;1
744;気配;きはい;indication, market trend, worry;1
745;規範;きはん;model, standard, pattern, norm, criterion, example;1
746;気品;きひん;aroma;1
747;気風;きふう;character, traits, ethos;1
748;起伏;きふく;undulation;1
749;規模;きぼ;scale, scope, plan, structure;1
750;気まぐれ;きまぐれ;whim, caprice, whimsy, fickle, moody, uneven temper;1
751;生真面目;きまじめ;too serious, person who is too serious, honesty, sincerity;1
752;期末;きまつ;end of term;1
753;決まり悪い;きまりわるい;feeling awkward, being ashamed;1
754;決まる;きまる;to be decided, to be settled, to look good in (clothes);1
755;記名;きめい;signature, register;1
756;脚色;きゃくしょく;dramatization (e.g. film);1
757;脚本;きゃくほん;scenario;1
758;客観;きゃっかん;objective;1
759;規約;きやく;agreement, rules, code;1
760;救援;きゅうえん;relief, rescue, reinforcement;1
761;休学;きゅうがく;temporary absence from school, suspension;1
762;究極;きゅうきょく;ultimate, final, eventual;1
763;窮屈;きゅうくつ;narrow, tight, stiff, rigid, uneasy, formal, constrained;1
764;球根;きゅうこん;(plant) bulb;1
765;救済;きゅうさい;relief, aid, rescue, salvation, help;1
766;給食;きゅうしょく;school lunch, providing a meal;1
767;給仕;きゅうじ;office boy (girl), page, waiter;1
768;休戦;きゅうせん;truce, armistice;1
769;旧知;きゅうち;old friend, old friendship;1
770;宮殿;きゅうでん;palace;1
771;窮乏;きゅうぼう;poverty;1
772;丘陵;きゅうりょう;hill;1
773;共;きょう;both, neither (neg), all, and, as well as, including, with, together with, plural ending;1
774;供;きょう;offer, present, submit, serve (a meal), supply;1
775;驚異;きょうい;wonder, miracle;1
776;教員;きょういん;teaching staff;1
777;教科;きょうか;subject, curriculum;1
